S.No,AppTag,LOB,AuthReq,ImmediateTxf,ClarfierQuestion,NextAction,Onboarding Eligible
907,payment_info-query,21SV,Y,N,NA,BILLING_PAYMENT,Y
908,payment_info-query,21SM,Y,N,NA,TRANSFER,Y
909,payment_info-query,SHARED_MAIN_MENU_FWS,Y,N,NA,TRANSFER,Y
910,payment_status-query,SHARED_MM_BW,Y,N,NA,BILLING_PAYMENT,Y
911,payment_status-query,BW_PROD_BW,N,N,NA,POLICY_STATUS,Y
912,payment_status-query,FOREMOST_AGENT_FOREMOST,N,N,NA,FMST_BILLING,Y
913,payment_status-query,FARM_PL_FAS,N,N,NA,FAS_POLICY_BILLING,Y
914,payment_status-query,SHARED_MM_FARMERSERVICE,Y,N,NA,BILLING_PAYMENT,Y
915,payment_status-query,FARMER_SALES_FARMER_TRAINING,Y,N,NA,BILLING_PAYMENT,Y
916,payment_status-query,FARMER_VANITY_VANITY,Y,N,NA,BILLING_PAYMENT,Y
917,payment_status-query,SHARED_MM_HOMEOWNER,Y,N,NA,BILLING_PAYMENT,Y
918,payment_status-query,21V,Y,N,NA,BILLING_PAYMENT,Y
919,payment_status-query,21_VANITY_FF_AUTO_SERVICE,Y,N,NA,BILLING_PAYMENT,Y
920,payment_status-query,21SV,Y,N,NA,BILLING_PAYMENT,Y
921,payment_status-query,21SM,Y,N,NA,BILLING_PAYMENT,Y
922,payment_status-query,SHARED_MAIN_MENU_FWS,Y,N,NA,BILLING_PAYMENT,Y
923,payment-cancel,SHARED_MM_BW,Y,N,NA,TRANSFER,Y
924,payment-cancel,BW_PROD_BW,N,N,NA,OTHER_BILLING,Y
925,payment-cancel,FOREMOST_AGENT_FOREMOST,N,Y,NA,FMST_BILLING,Y
926,payment-cancel,FARM_PL_FAS,N,N,NA,FAS_POLICY_BILLING,Y
927,payment-cancel,SHARED_MM_FARMERSERVICE,Y,N,NA,TRANSFER,Y
928,payment-cancel,FARMER_SALES_FARMER_TRAINING,Y,N,NA,POLICY_CHANGE,Y
929,payment-cancel,FARMER_VANITY_VANITY,Y,N,NA,TRANSFER,Y
930,payment-cancel,SHARED_MM_HOMEOWNER,Y,N,NA,POLICY_CHANGE,Y
931,payment-cancel,21V,Y,N,NA,POLICY_CHANGE,Y
932,payment-cancel,21_VANITY_FF_AUTO_SERVICE,Y,N,NA,TRANSFER,Y
933,payment-cancel,21SV,Y,N,NA,POLICY_CHANGE,Y
934,payment-cancel,21SM,Y,N,NA,TRANSFER,Y
935,payment-cancel,SHARED_MAIN_MENU_FWS,Y,N,NA,TRANSFER,Y
936,payment-change,SHARED_MM_BW,Y,N,NA,TRANSFER,Y
937,payment-change,BW_PROD_BW,N,N,NA,OTHER_BILLING,Y
938,payment-change,FOREMOST_AGENT_FOREMOST,N,N,NA,FMST_BILLING,Y
939,payment-change,FARM_PL_FAS,N,N,NA,FAS_POLICY_BILLING,Y
940,payment-change,SHARED_MM_FARMERSERVICE,Y,N,NA,TRANSFER,Y
941,payment-change,FARMER_SALES_FARMER_TRAINING,Y,N,NA,POLICY_CHANGE,Y
942,payment-change,FARMER_VANITY_VANITY,Y,N,NA,TRANSFER,Y
943,payment-change,SHARED_MM_HOMEOWNER,Y,N,NA,POLICY_CHANGE,Y
944,payment-change,21V,Y,N,NA,POLICY_CHANGE,Y
945,payment-change,21_VANITY_FF_AUTO_SERVICE,Y,N,NA,TRANSFER,Y
946,payment-change,21SV,Y,N,NA,POLICY_CHANGE,Y
947,payment-change,21SM,Y,N,NA,TRANSFER,Y
948,payment-change,SHARED_MAIN_MENU_FWS,Y,N,NA,TRANSFER,Y
949,payment-execute,SHARED_MM_BW,Y,N,NA,BILLING_PAYMENT,Y
950,payment-execute,BW_PROD_BW,N,N,NA,POLICY_STATUS,Y
951,payment-execute,FOREMOST_AGENT_FOREMOST,N,N,NA,FMST_BILLING,Y
952,payment-execute,FARM_PL_FAS,N,N,NA,FAS_POLICY_BILLING,Y
953,payment-execute,SHARED_MM_FARMERSERVICE,Y,N,NA,BILLING_PAYMENT,Y
954,payment-execute,FARMER_SALES_FARMER_TRAINING,Y,N,NA,BILLING_PAYMENT,Y
955,payment-execute,FARMER_VANITY_VANITY,Y,N,NA,BILLING_PAYMENT,Y
956,payment-execute,SHARED_MM_HOMEOWNER,Y,N,NA,BILLING_PAYMENT,Y
957,payment-execute,21V,Y,N,NA,BILLING_PAYMENT,Y
958,payment-execute,21_VANITY_FF_AUTO_SERVICE,Y,N,NA,BILLING_PAYMENT,Y
959,payment-execute,21SV,Y,N,NA,BILLING_PAYMENT,Y
960,payment-execute,21SM,Y,N,NA,BILLING_PAYMENT,Y
961,payment-execute,SHARED_MAIN_MENU_FWS,Y,N,NA,BILLING_PAYMENT,Y
962,payment-get_help,SHARED_MM_BW,Y,N,NA,TRANSFER,Y
963,payment-get_help,BW_PROD_BW,N,N,NA,BW_PROD_BILLING,Y
964,payment-get_help,FOREMOST_AGENT_FOREMOST,N,N,NA,FMST_BILLING,Y
965,payment-get_help,FARM_PL_FAS,N,N,NA,FAS_POLICY_BILLING_MISSPELLED,Y
966,payment-get_help,SHARED_MM_FARMERSERVICE,Y,N,NA,TRANSFER,Y
967,payment-get_help,FARMER_SALES_FARMER_TRAINING,Y,N,NA,POLICY_CHANGE,Y
968,payment-get_help,FARMER_VANITY_VANITY,Y,N,NA,TRANSFER,Y
969,payment-get_help,SHARED_MM_HOMEOWNER,Y,N,NA,POLICY_CHANGE,Y
970,payment-get_help,21V,Y,N,NA,POLICY_CHANGE,Y
971,payment-get_help,21_VANITY_FF_AUTO_SERVICE,Y,N,NA,TRANSFER,Y
972,payment-get_help,21SV,Y,N,NA,POLICY_CHANGE,Y
973,payment-get_help,21SM,Y,N,NA,TRANSFER,Y
974,payment-get_help,SHARED_MAIN_MENU_FWS,Y,N,NA,TRANSFER,Y
975,payment-vague,SHARED_MM_BW,Y,N,SNLUXXPAXX335XYwav,BILLING_PAYMENT,Y
976,payment-vague,BW_PROD_BW,N,N,SNLUXXPAXX335XYwav,OTHER_BILLING,Y
977,payment-vague,FOREMOST_AGENT_FOREMOST,N,N,SNLUXXPAXX335XYwav,FMST_BILLING,Y
978,payment-vague,FARM_PL_FAS,N,N,SNLUXXPAXX335XYwav,FAS_POLICY_BILLING,Y
979,payment-vague,SHARED_MM_FARMERSERVICE,Y,N,SNLUXXPAXX335XYwav,BILLING_PAYMENT,Y
980,payment-vague,FARMER_SALES_FARMER_TRAINING,Y,N,SNLUXXPAXX335XYwav,BILLING_PAYMENT,Y
981,payment-vague,FARMER_VANITY_VANITY,Y,N,SNLUXXPAXX335XYwav,BILLING_PAYMENT,Y
982,payment-vague,SHARED_MM_HOMEOWNER,Y,N,SNLUXXPAXX335XYwav,BILLING_PAYMENT,Y
983,payment-vague,21V,Y,N,SNLUXXPAXX335XYwav,BILLING_PAYMENT,Y
984,payment-vague,21_VANITY_FF_AUTO_SERVICE,Y,N,SNLUXXPAXX335XYwav,BILLING_PAYMENT,Y
985,payment-vague,21SV,Y,N,SNLUXXPAXX335XYwav,BILLING_PAYMENT,Y
986,payment-vague,21SM,Y,N,SNLUXXPAXX335XYwav,BILLING_PAYMENT,Y
987,payment-vague,SHARED_MAIN_MENU_FWS,Y,N,SNLUXXPAXX335XYwav,BILLING_PAYMENT,Y
988,policy_auto_new-query,SHARED_MM_BW,N,N,NA,AGENT_INFO ,Y
989,policy_auto_new-query,BW_PROD_BW,N,N,NA,BW_POLICY_COLLECTION,Y
990,policy_auto_new-query,FOREMOST_AGENT_FOREMOST,N,Y,NA,FMST_AGENT_POLICY_SERVICE,Y
991,policy_auto_new-query,FARM_PL_FAS,N,N,NA,FAS_POLICY_BILLING,Y
992,policy_auto_new-query,SHARED_MM_FARMERSERVICE,N,N,NA,FARMER_VAN,Y
993,policy_auto_new-query,FARMER_SALES_FARMER_TRAINING,N,N,NA,FARMER_VAN,Y
994,policy_auto_new-query,FARMER_VANITY_VANITY,N,N,NA,FARMER_VAN,Y
995,policy_auto_new-query,SHARED_MM_HOMEOWNER,N,N,NA,FARMER_VAN,Y
996,policy_auto_new-query,21V,N,N,NA,Shared_Quotes,Y
997,policy_auto_new-query,21_VANITY_FF_AUTO_SERVICE,N,N,NA,Shared_Quotes,Y
998,policy_auto_new-query,21SV,N,N,NA,Shared_Quotes,Y
999,policy_auto_new-query,21SM,N,N,NA,Shared_Quotes,Y
1000,policy_auto_new-query,SHARED_MAIN_MENU_FWS,N,N,NA,Shared_Quotes,Y
1001,policy_auto-cancel,SHARED_MM_BW,Y,N,NA,TRANSFER,Y
1002,policy_auto-cancel,BW_PROD_BW,N,N,NA,BW_POLICY_COLLECTION,Y
1003,policy_auto-cancel,FOREMOST_AGENT_FOREMOST,N,N,NA,FMST_AGENT_POLICY_SERVICE,Y
1004,policy_auto-cancel,FARM_PL_FAS,N,N,NA,FAS_POLICY_COLLECTION,Y
1005,policy_auto-cancel,SHARED_MM_FARMERSERVICE,Y,N,NA,TRANSFER,Y
1006,policy_auto-cancel,FARMER_SALES_FARMER_TRAINING,Y,N,NA,POLICY_CHANGE,Y
1007,policy_auto-cancel,FARMER_VANITY_VANITY,Y,N,NA,TRANSFER,Y
1008,policy_auto-cancel,SHARED_MM_HOMEOWNER,Y,N,NA,POLICY_CHANGE,Y
1009,policy_auto-cancel,21V,Y,N,NA,POLICY_CHANGE,Y
1010,policy_auto-cancel,21_VANITY_FF_AUTO_SERVICE,Y,N,NA,TRANSFER,Y
1011,policy_auto-cancel,21SV,Y,N,NA,POLICY_CHANGE,Y
1012,policy_auto-cancel,21SM,Y,N,NA,TRANSFER,Y
1013,policy_auto-cancel,SHARED_MAIN_MENU_FWS,Y,N,NA,TRANSFER,Y
1014,policy_auto-change,SHARED_MM_BW,Y,N,NA,TRANSFER,Y
1015,policy_auto-change,BW_PROD_BW,N,N,NA,BW_POLICY_COLLECTION,Y
1016,policy_auto-change,FOREMOST_AGENT_FOREMOST,N,N,NA,FMST_AGENT_POLICY_SERVICE,Y
1017,policy_auto-change,FARM_PL_FAS,N,N,NA,FAS_POLICY_AUTO,Y
1018,policy_auto-change,SHARED_MM_FARMERSERVICE,Y,N,NA,TRANSFER,Y
1019,policy_auto-change,FARMER_SALES_FARMER_TRAINING,Y,N,NA,POLICY_CHANGE,Y
1020,policy_auto-change,FARMER_VANITY_VANITY,Y,N,NA,TRANSFER,Y
1021,policy_auto-change,SHARED_MM_HOMEOWNER,Y,N,NA,POLICY_CHANGE,Y
1022,policy_auto-change,21V,Y,N,NA,POLICY_CHANGE,Y
1023,policy_auto-change,21_VANITY_FF_AUTO_SERVICE,Y,N,NA,TRANSFER,Y
1024,policy_auto-change,21SV,Y,N,NA,POLICY_CHANGE,Y
1025,policy_auto-change,21SM,Y,N,NA,TRANSFER,Y
1026,policy_auto-change,SHARED_MAIN_MENU_FWS,Y,N,NA,TRANSFER,Y
1027,policy_auto-change_vehicle,SHARED_MM_BW,Y,N,NA,POLICY_CHANGE,Y
1028,policy_auto-change_vehicle,BW_PROD_BW,N,N,NA,BW_POLICY_COLLECTION,Y
1029,policy_auto-change_vehicle,FOREMOST_AGENT_FOREMOST,N,N,NA,FMST_AGENT_POLICY_SERVICE,Y
1030,policy_auto-change_vehicle,FARM_PL_FAS,N,N,NA,FAS_POLICY_AUTO_POLICYCHANGE,Y
1031,policy_auto-change_vehicle,SHARED_MM_FARMERSERVICE,Y,N,NA,POLICY_CHANGE,Y
1032,policy_auto-change_vehicle,FARMER_SALES_FARMER_TRAINING,Y,N,NA,POLICY_CHANGE,Y
1033,policy_auto-change_vehicle,FARMER_VANITY_VANITY,Y,N,NA,POLICY_CHANGE,Y
1034,policy_auto-change_vehicle,SHARED_MM_HOMEOWNER,Y,N,NA,POLICY_CHANGE,Y
1035,policy_auto-change_vehicle,21V,Y,N,NA,TRANSFER,Y
1036,policy_auto-change_vehicle,21_VANITY_FF_AUTO_SERVICE,Y,N,NA,TRANSFER,Y
1037,policy_auto-change_vehicle,21SV,Y,N,NA,TRANSFER,Y
1038,policy_auto-change_vehicle,21SM,Y,N,NA,TRANSFER,Y
1039,policy_auto-change_vehicle,SHARED_MAIN_MENU_FWS,Y,N,NA,POLICY_CHANGE,Y
1040,policy_auto-renew,SHARED_MM_BW,Y,N,NA,TRANSFER,Y
1041,policy_auto-renew,BW_PROD_BW,N,N,NA,TRANSFER,Y
1042,policy_auto-renew,FOREMOST_AGENT_FOREMOST,N,N,NA,FMST_AGENT_POLICY_SERVICE,Y
1043,policy_auto-renew,FARM_PL_FAS,N,N,NA,FAS_POLICY_COLLECTION,Y
1044,policy_auto-renew,SHARED_MM_FARMERSERVICE,Y,N,NA,TRANSFER,Y
1045,policy_auto-renew,FARMER_SALES_FARMER_TRAINING,Y,N,NA,SHARED_MAIN_MENU,Y
1046,policy_auto-renew,FARMER_VANITY_VANITY,Y,N,NA,TRANSFER,Y
1047,policy_auto-renew,SHARED_MM_HOMEOWNER,Y,N,NA,SHARED_MAIN_MENU,Y
1048,policy_auto-renew,21V,Y,N,NA,POLICY_CHANGE,Y
1049,policy_auto-renew,21_VANITY_FF_AUTO_SERVICE,Y,N,NA,TRANSFER,Y
1050,policy_auto-renew,21SV,Y,N,NA,POLICY_CHANGE,Y
1051,policy_auto-renew,21SM,Y,N,NA,TRANSFER,Y
1052,policy_auto-renew,SHARED_MAIN_MENU_FWS,Y,N,NA,TRANSFER,Y
1053,policy_auto-vague,SHARED_MM_BW,Y,N,SNLUXXPAXX336XYwav,TRANSFER,Y
1054,policy_auto-vague,BW_PROD_BW,N,N,SNLUXXPAXX336XYwav,BW_POLICY_COLLECTION,Y
1055,policy_auto-vague,FOREMOST_AGENT_FOREMOST,N,N,SNLUXXPAXX336XYwav,FMST_AGENT_POLICY_SERVICE,Y
1056,policy_auto-vague,FARM_PL_FAS,N,N,SNLUXXPAXX336XYwav,FAS_POLICY_AUTO,Y
1057,policy_auto-vague,SHARED_MM_FARMERSERVICE,Y,N,SNLUXXPAXX336XYwav,TRANSFER,Y
1058,policy_auto-vague,FARMER_SALES_FARMER_TRAINING,Y,N,SNLUXXPAXX336XYwav,POLICY_CHANGE,Y
1059,policy_auto-vague,FARMER_VANITY_VANITY,Y,N,SNLUXXPAXX336XYwav,TRANSFER,Y
1060,policy_auto-vague,SHARED_MM_HOMEOWNER,Y,N,SNLUXXPAXX336XYwav,POLICY_CHANGE,Y
1061,policy_auto-vague,21V,Y,N,SNLUXXPAXX336XYwav,TRANSFER,Y
1062,policy_auto-vague,21_VANITY_FF_AUTO_SERVICE,Y,N,SNLUXXPAXX336XYwav,TRANSFER,Y
1063,policy_auto-vague,21SV,Y,N,SNLUXXPAXX336XYwav,TRANSFER,Y
1064,policy_auto-vague,21SM,Y,N,SNLUXXPAXX336XYwav,TRANSFER,Y
1065,policy_auto-vague,SHARED_MAIN_MENU_FWS,Y,N,SNLUXXPAXX336XYwav,TRANSFER,Y
1066,policy_auto-verify,SHARED_MM_BW,Y,N,NA,TRANSFER,Y
1067,policy_auto-verify,BW_PROD_BW,N,N,NA,BW_POLICY_COLLECTION,Y
1068,policy_auto-verify,FOREMOST_AGENT_FOREMOST,N,N,NA,FMST_AGENT_POLICY_SERVICE,Y
1069,policy_auto-verify,FARM_PL_FAS,N,N,NA,FAS_POLICY_AUTO,Y
1070,policy_auto-verify,SHARED_MM_FARMERSERVICE,Y,N,NA,TRANSFER,Y
1071,policy_auto-verify,FARMER_SALES_FARMER_TRAINING,Y,N,NA,POLICY_CHANGE,Y
1072,policy_auto-verify,FARMER_VANITY_VANITY,Y,N,NA,TRANSFER,Y
1073,policy_auto-verify,SHARED_MM_HOMEOWNER,Y,N,NA,POLICY_CHANGE,Y
1074,policy_auto-verify,21V,Y,N,NA,POLICY_CHANGE,Y
1075,policy_auto-verify,21_VANITY_FF_AUTO_SERVICE,Y,N,NA,TRANSFER,Y
1076,policy_auto-verify,21SV,Y,N,NA,POLICY_CHANGE,Y
1077,policy_auto-verify,21SM,Y,N,NA,TRANSFER,Y
1078,policy_auto-verify,SHARED_MAIN_MENU_FWS,Y,N,NA,TRANSFER,Y
1079,policy_boat-vague,BW_PROD_BW,N,N,NA,POLICY_ASST,Y
1080,policy_boat-vague,FOREMOST_AGENT_FOREMOST,N,N,NA,FMST_AGENT_POLICY_SERVICE,Y
1081,policy_boat-vague,FARM_PL_FAS,N,N,NA,FMST_AGENT_POLICY_SERVICE,Y
1082,policy_boat-vague,SHARED_MM_FARMERSERVICE,Y,N,NA,POLICY_ASST,Y
1083,policy_boat-vague,FARMER_SALES_FARMER_TRAINING,Y,N,NA,POLICY_ASST,Y
1084,policy_boat-vague,FARMER_VANITY_VANITY,Y,N,NA,POLICY_ASST,Y
1085,policy_boat-vague,SHARED_MM_HOMEOWNER,Y,N,NA,POLICY_ASST,Y
1086,policy_boat-vague,21V,Y,N,NA,POLICY_ASST,Y
1087,policy_boat-vague,21_VANITY_FF_AUTO_SERVICE,Y,N,NA,POLICY_ASST,Y
1088,policy_boat-vague,21SV,Y,N,NA,POLICY_ASST,Y
1089,policy_boat-vague,21SM,Y,N,NA,POLICY_ASST,Y
1090,policy_boat-vague,SHARED_MAIN_MENU_FWS,Y,N,NA,POLICY_ASST,Y
1091,policy_business_new-query,SHARED_MM_BW,Y,N,SNLUXXPAXX337XYwav,TRANSFER,Y
1092,policy_business_new-query,BW_PROD_BW,N,N,SNLUXXPAXX337XYwav,BW_PROD_MAIN_MENU,Y
1093,policy_business_new-query,FOREMOST_AGENT_FOREMOST,N,N,SNLUXXPAXX337XYwav,FMST_AGENT_MM,Y
1094,policy_business_new-query,FARM_PL_FAS,N,N,SNLUXXPAXX337XYwav,FASMM_PL_MN,Y
1095,policy_business_new-query,SHARED_MM_FARMERSERVICE,Y,N,SNLUXXPAXX337XYwav,TRANSFER,Y
1096,policy_business_new-query,FARMER_SALES_FARMER_TRAINING,Y,N,SNLUXXPAXX337XYwav,POLICY_CHANGE,Y
1097,policy_business_new-query,FARMER_VANITY_VANITY,Y,N,SNLUXXPAXX337XYwav,TRANSFER,Y
1098,policy_business_new-query,SHARED_MM_HOMEOWNER,Y,N,SNLUXXPAXX337XYwav,POLICY_CHANGE,Y
1099,policy_business_new-query,21V,Y,N,SNLUXXPAXX337XYwav,TRANSFER,Y
1100,policy_business_new-query,21_VANITY_FF_AUTO_SERVICE,Y,N,SNLUXXPAXX337XYwav,TRANSFER,Y
1101,policy_business_new-query,21SV,Y,N,SNLUXXPAXX337XYwav,TRANSFER,Y
1102,policy_business_new-query,21SM,Y,N,SNLUXXPAXX337XYwav,TRANSFER,Y
1103,policy_business_new-query,SHARED_MAIN_MENU_FWS,Y,N,SNLUXXPAXX337XYwav,TRANSFER,Y
1104,policy_business-vague,BW_PROD_BW,N,Y,NA,TRANSFER,Y
1105,policy_business-vague,FOREMOST_AGENT_FOREMOST,N,Y,NA,TRANSFER,Y
1106,policy_business-vague,FARM_PL_FAS,N,Y,NA,TRANSFER,Y
1107,policy_business-vague,SHARED_MM_FARMERSERVICE,Y,Y,NA,TRANSFER,Y
1108,policy_business-vague,FARMER_SALES_FARMER_TRAINING,Y,Y,NA,TRANSFER,Y
1109,policy_business-vague,FARMER_VANITY_VANITY,Y,Y,NA,TRANSFER,Y
1110,policy_business-vague,SHARED_MM_HOMEOWNER,Y,Y,NA,TRANSFER,Y
1111,policy_business-vague,21V,Y,Y,NA,TRANSFER,Y
1112,policy_business-vague,21_VANITY_FF_AUTO_SERVICE,Y,Y,NA,TRANSFER,Y
1113,policy_business-vague,21SV,Y,Y,NA,TRANSFER,Y
1114,policy_business-vague,21SM,Y,Y,NA,TRANSFER,Y
1115,policy_business-vague,SHARED_MAIN_MENU_FWS,Y,Y,NA,TRANSFER,Y
1116,policy_combination-vague,SHARED_MM_BW,Y,N,SNLUXXPAXX338XYwav,TRANSFER,Y
1117,policy_combination-vague,BW_PROD_BW,N,N,SNLUXXPAXX338XYwav,BW_POLICY_COLLECTION,Y
1118,policy_combination-vague,FOREMOST_AGENT_FOREMOST,N,N,SNLUXXPAXX338XYwav,FMST_AGENT_POLICY_SERVICE,Y
1119,policy_combination-vague,FARM_PL_FAS,N,N,SNLUXXPAXX338XYwav,FAS_POLICY_MAINMENU,Y
1120,policy_combination-vague,SHARED_MM_FARMERSERVICE,Y,N,SNLUXXPAXX338XYwav,TRANSFER,Y
1121,policy_combination-vague,FARMER_SALES_FARMER_TRAINING,Y,N,SNLUXXPAXX338XYwav,FARMER_VAN,Y
1122,policy_combination-vague,FARMER_VANITY_VANITY,Y,N,SNLUXXPAXX338XYwav,TRANSFER,Y
1123,policy_combination-vague,SHARED_MM_HOMEOWNER,Y,N,SNLUXXPAXX338XYwav,FARMER_VAN,Y
1124,policy_combination-vague,21V,Y,N,SNLUXXPAXX338XYwav,TRANSFER,Y
1125,policy_combination-vague,21_VANITY_FF_AUTO_SERVICE,Y,N,SNLUXXPAXX338XYwav,TRANSFER,Y
1126,policy_combination-vague,21SV,Y,N,SNLUXXPAXX338XYwav,TRANSFER,Y
1127,policy_combination-vague,21SM,Y,N,SNLUXXPAXX338XYwav,TRANSFER,Y
1128,policy_combination-vague,SHARED_MAIN_MENU_FWS,Y,N,SNLUXXPAXX338XYwav,TRANSFER,Y
1129,policy_commercial-vague,SHARED_MM_BW,N,N,NA,TRANSFER,Y
1130,policy_commercial-vague,BW_PROD_BW,N,Y,NA,TRANSFER,Y
1131,policy_commercial-vague,FOREMOST_AGENT_FOREMOST,N,Y,NA,TRANSFER,Y
1132,policy_commercial-vague,FARM_PL_FAS,N,Y,NA,TRANSFER,Y
1133,policy_commercial-vague,SHARED_MM_FARMERSERVICE,N,Y,NA,TRANSFER,Y
1134,policy_commercial-vague,FARMER_SALES_FARMER_TRAINING,N,Y,NA,TRANSFER,Y
1135,policy_commercial-vague,FARMER_VANITY_VANITY,N,Y,NA,TRANSFER,Y
1136,policy_commercial-vague,SHARED_MM_HOMEOWNER,N,Y,NA,TRANSFER,Y
1137,policy_commercial-vague,21V,N,Y,NA,TRANSFER,Y
1138,policy_commercial-vague,21_VANITY_FF_AUTO_SERVICE,N,Y,NA,TRANSFER,Y
1139,policy_commercial-vague,21SV,N,Y,NA,TRANSFER,Y
1140,policy_commercial-vague,21SM,N,Y,NA,TRANSFER,Y
1141,policy_commercial-vague,SHARED_MAIN_MENU_FWS,N,Y,NA,TRANSFER,Y
1142,policy_condo-vague,BW_PROD_BW,N,N,NA,POLICY_CHANGE,Y
1143,policy_condo-vague,FOREMOST_AGENT_FOREMOST,N,N,NA,FMST_AGENT_POLICY_SERVICE,Y
1144,policy_condo-vague,FARM_PL_FAS,N,N,NA,FAS_POLICY_HOME,Y
1145,policy_condo-vague,SHARED_MM_FARMERSERVICE,Y,N,NA,TRANSFER,Y
1146,policy_condo-vague,FARMER_SALES_FARMER_TRAINING,Y,N,NA,POLICY_CHANGE,Y
1147,policy_condo-vague,FARMER_VANITY_VANITY,Y,N,NA,TRANSFER,Y
1148,policy_condo-vague,SHARED_MM_HOMEOWNER,Y,N,NA,POLICY_CHANGE,Y
1149,policy_condo-vague,21V,Y,N,NA,POLICY_CHANGE,Y
1150,policy_condo-vague,21_VANITY_FF_AUTO_SERVICE,Y,N,NA,TRANSFER,Y
1151,policy_condo-vague,21SV,Y,N,NA,POLICY_CHANGE,Y
1152,policy_condo-vague,21SM,Y,N,NA,TRANSFER,Y
1153,policy_condo-vague,SHARED_MAIN_MENU_FWS,Y,N,NA,TRANSFER,Y
1154,policy_date-query,SHARED_MM_BW,Y,N,NA,TRANSFER,Y
1155,policy_date-query,BW_PROD_BW,N,N,NA,BW_POLICY_COLLECTION,Y
1156,policy_date-query,FOREMOST_AGENT_FOREMOST,N,N,NA,FMST_AGENT_POLICY_SERVICE,Y
1157,policy_date-query,FARM_PL_FAS,N,N,NA,FAS_PL_MAINMENU,Y
1158,policy_date-query,SHARED_MM_FARMERSERVICE,Y,N,NA,TRANSFER,Y
1159,policy_date-query,FARMER_SALES_FARMER_TRAINING,Y,N,NA,SHARED_MAIN_MENU,Y
1160,policy_date-query,FARMER_VANITY_VANITY,Y,N,NA,TRANSFER,Y
1161,policy_date-query,SHARED_MM_HOMEOWNER,Y,N,NA,SHARED_MAIN_MENU,Y
1162,policy_date-query,21V,Y,N,NA,POLICY_CHANGE,Y
1163,policy_date-query,21_VANITY_FF_AUTO_SERVICE,Y,N,NA,TRANSFER,Y
1164,policy_date-query,21SV,Y,N,NA,POLICY_CHANGE,Y
1165,policy_date-query,21SM,Y,N,NA,TRANSFER,Y
1166,policy_date-query,SHARED_MAIN_MENU_FWS,Y,N,NA,TRANSFER,Y
1167,policy_earthquake-vague,SHARED_MM_BW,Y,N,NA,TRANSFER,Y
1168,policy_earthquake-vague,BW_PROD_BW,N,N,NA,BW_POLICY_COLLECTION,Y
1169,policy_earthquake-vague,FOREMOST_AGENT_FOREMOST,N,N,NA,TRANSFER,Y
1170,policy_earthquake-vague,FARM_PL_FAS,N,N,NA,FAS_PL_MAINMENU,Y
1171,policy_earthquake-vague,SHARED_MM_FARMERSERVICE,Y,N,NA,TRANSFER,Y
1172,policy_earthquake-vague,FARMER_SALES_FARMER_TRAINING,Y,N,NA,POLICY_CHANGE,Y
1173,policy_earthquake-vague,FARMER_VANITY_VANITY,Y,N,NA,TRANSFER,Y
1174,policy_earthquake-vague,SHARED_MM_HOMEOWNER,Y,N,NA,POLICY_CHANGE,Y
1175,policy_earthquake-vague,21V,Y,N,NA,POLICY_CHANGE,Y
1176,policy_earthquake-vague,21_VANITY_FF_AUTO_SERVICE,Y,N,NA,TRANSFER,Y
1177,policy_earthquake-vague,21SV,Y,N,NA,POLICY_CHANGE,Y
1178,policy_earthquake-vague,21SM,Y,N,NA,TRANSFER,Y
1179,policy_earthquake-vague,SHARED_MAIN_MENU_FWS,Y,N,NA,TRANSFER,Y
1180,policy_fire_dwelling-vague,SHARED_MM_BW,Y,N,NA,TRANSFER,Y
1181,policy_fire_dwelling-vague,BW_PROD_BW,N,N,NA,BW_POLICY_COLLECTION,Y
1182,policy_fire_dwelling-vague,FOREMOST_AGENT_FOREMOST,N,N,NA,FMST_AGENT_POLICY_SERVICE,Y
1183,policy_fire_dwelling-vague,FARM_PL_FAS,N,N,NA,FAS_POLICY_HOME,Y
1184,policy_fire_dwelling-vague,SHARED_MM_FARMERSERVICE,Y,N,NA,TRANSFER,Y
1185,policy_fire_dwelling-vague,FARMER_SALES_FARMER_TRAINING,Y,N,NA,SHARED_MAIN_MENU,Y
1186,policy_fire_dwelling-vague,FARMER_VANITY_VANITY,Y,N,NA,TRANSFER,Y
1187,policy_fire_dwelling-vague,SHARED_MM_HOMEOWNER,Y,N,NA,SHARED_MAIN_MENU,Y
1188,policy_fire_dwelling-vague,21V,Y,N,NA,SHARED_MAIN_MENU,Y
1189,policy_fire_dwelling-vague,21_VANITY_FF_AUTO_SERVICE,Y,N,NA,TRANSFER,Y
1190,policy_fire_dwelling-vague,21SV,Y,N,NA,SHARED_MAIN_MENU,Y
1191,policy_fire_dwelling-vague,21SM,Y,N,NA,TRANSFER,Y
1192,policy_fire_dwelling-vague,SHARED_MAIN_MENU_FWS,Y,N,NA,TRANSFER,Y
1193,policy_flood-vague,SHARED_MM_BW,Y,N,NA,TRANSFER,Y
1194,policy_flood-vague,BW_PROD_BW,N,N,NA,BW_POLICY_COLLECTION,Y
1195,policy_flood-vague,FOREMOST_AGENT_FOREMOST,N,Y,NA,TRANSFER,Y
1196,policy_flood-vague,FARM_PL_FAS,N,N,NA,FAS_ADD_DEPT_FLOOD,Y
1197,policy_flood-vague,SHARED_MM_FARMERSERVICE,Y,N,NA,TRANSFER,Y
